"muni_code" "ayear" "cover_class" "area_ha"
"2102200" "1987" 15 1.159
"2102200" "1987" 21 355.184
"2102200" "1987" 24 79.558
"2102200" "1987" 25 114.513
"2102200" "1987" 33 1737.658
"2102200" "1988" 3 90398.309
"2102200" "1988" 4 53694.457
"2102200" "1988" 11 515.959
"2102200" "1988" 12 571.283
"2102200" "1988" 15 0.089
"2102200" "1988" 21 339.208
"2102200" "1988" 24 85.801
"2102200" "1988" 25 93.019
"2102200" "1988" 33 1699.75
"2102200" "1989" 3 90218.299
"2102200" "1989" 4 53883.922
"2102200" "1989" 11 505.435
"2102200" "1989" 12 578.687
"2102200" "1989" 15 0.268
"2102200" "1989" 21 326.9
"2102200" "1989" 24 94.007
"2102200" "1989" 25 71.882
"2102200" "1989" 33 1718.477
"2102200" "1990" 3 90082.376
"2102200" "1990" 4 54012.086
"2102200" "1990" 11 507.754
"2102200" "1990" 12 578.687
"2102200" "1990" 15 0.446
"2102200" "1990" 21 340.457
"2102200" "1990" 24 101.32
"2102200" "1990" 25 69.475
"2102200" "1990" 33 1705.277
"2102200" "1991" 3 89951.353
"2102200" "1991" 4 54105.096
"2102200" "1991" 11 507.308
"2102200" "1991" 12 581.453
"2102200" "1991" 15 3.211
"2102200" "1991" 21 411.553
"2102200" "1991" 24 101.41
"2102200" "1991" 25 56.989
"2102200" "1991" 33 1679.504
"2102200" "1992" 3 90482.389
"2102200" "1992" 4 53571.998
"2102200" "1992" 11 518.546
"2102200" "1992" 12 621.063
"2102200" "1992" 15 25.957
"2102200" "1992" 21 390.858
"2102200" "1992" 24 109.437
"2102200" "1992" 25 50.568
"2102200" "1992" 33 1627.061
"2102200" "1993" 3 90664.609
"2102200" "1993" 4 53412.438
"2102200" "1993" 11 521.043
"2102200" "1993" 12 606.522
"2102200" "1993" 15 43.886
"2102200" "1993" 21 377.033
"2102200" "1993" 24 109.794
"2102200" "1993" 25 33.801
"2102200" "1993" 33 1628.751
"2102200" "1994" 3 90495.7
"2102200" "1994" 4 53578.581
"2102200" "1994" 11 533.441
"2102200" "1994" 12 619.369
"2102200" "1994" 15 61.281
"2102200" "1994" 21 360.259
"2102200" "1994" 24 113.54
"2102200" "1994" 25 39.063
"2102200" "1994" 33 1596.644
"2102200" "1995" 3 89597.223
"2102200" "1995" 4 54352.722
"2102200" "1995" 11 529.071
"2102200" "1995" 12 622.224
"2102200" "1995" 15 44.511
"2102200" "1995" 21 411.548
"2102200" "1995" 24 114.521
"2102200" "1995" 25 49.497
"2102200" "1995" 33 1676.559
"2102200" "1996" 3 89985.831
"2102200" "1996" 4 54014.325
"2102200" "1996" 11 523.095
"2102200" "1996" 12 628.29
"2102200" "1996" 15 25.422
"2102200" "1996" 21 426.89
"2102200" "1996" 24 122.994
"2102200" "1996" 25 36.476
"2102200" "1996" 33 1634.554
"2102200" "1997" 3 90028.19
"2102200" "1997" 4 53893.66
"2102200" "1997" 11 513.463
"2102200" "1997" 12 630.876
"2102200" "1997" 15 33.269
"2102200" "1997" 21 414.047
"2102200" "1997" 24 129.059
"2102200" "1997" 25 43.79
"2102200" "1997" 33 1711.523
"2102200" "1998" 3 90181.252
"2102200" "1998" 4 53705.974
"2102200" "1998" 11 508.825
"2102200" "1998" 12 618.833
"2102200" "1998" 15 77.066
"2102200" "1998" 21 513.863
"2102200" "1998" 24 150.643
"2102200" "1998" 25 48.07
"2102200" "1998" 33 1593.351
"2102200" "1999" 3 90107.294
"2102200" "1999" 4 53704.739
"2102200" "1999" 11 509.984
"2102200" "1999" 12 631.946
"2102200" "1999" 15 137.186
"2102200" "1999" 21 468.196
"2102200" "1999" 24 158.671
"2102200" "1999" 25 45.484
"2102200" "1999" 33 1634.378
"2102200" "2000" 3 89302.528
"2102200" "2000" 4 54173.577
"2102200" "2000" 11 511.054
"2102200" "2000" 12 665.396
"2102200" "2000" 15 181.521
"2102200" "2000" 21 722.503
"2102200" "2000" 24 164.379
"2102200" "2000" 25 55.205
"2102200" "2000" 33 1621.713
"2102200" "2001" 3 89220.143
"2102200" "2001" 4 53999.301
"2102200" "2001" 11 515.603
"2102200" "2001" 12 721.595
"2102200" "2001" 15 265.635
"2102200" "2001" 21 887.815
"2102200" "2001" 24 166.073
"2102200" "2001" 25 53.778
"2102200" "2001" 33 1567.933
"2102200" "2002" 3 89413.445
"2102200" "2002" 4 53449.033
"2102200" "2002" 11 508.645
"2102200" "2002" 12 714.55
"2102200" "2002" 15 536.356
"2102200" "2002" 21 829.044
"2102200" "2002" 24 167.768
"2102200" "2002" 25 69.118
"2102200" "2002" 33 1709.918
"2102200" "2003" 3 88611.103
"2102200" "2003" 4 52073.64
"2102200" "2003" 11 501.957
"2102200" "2003" 12 697.422
"2102200" "2003" 15 923.755
"2102200" "2003" 21 2770.55
"2102200" "2003" 24 168.749
"2102200" "2003" 25 71.347
"2102200" "2003" 33 1573.733
"2102200" "2003" 39 5.62
"2102200" "2004" 3 87877.629
"2102200" "2004" 4 49560.626
"2102200" "2004" 11 514.443
"2102200" "2004" 12 682.704
"2102200" "2004" 15 1061.39
"2102200" "2004" 21 5707.809
"2102200" "2004" 24 169.284
"2102200" "2004" 25 88.916
"2102200" "2004" 33 1704.747
"2102200" "2004" 39 30.328
"2102200" "2005" 3 87545.806
"2102200" "2005" 4 47302.116
"2102200" "2005" 9 0.624
"2102200" "2005" 11 508.378
"2102200" "2005" 12 669.502
"2102200" "2005" 15 944.349
"2102200" "2005" 21 7598.324
"2102200" "2005" 24 169.909
"2102200" "2005" 25 81.069
"2102200" "2005" 33 1494.266
"2102200" "2005" 39 431.025
"2102200" "2005" 41 652.507
"2102200" "2006" 3 87320.116
"2102200" "2006" 4 46286.039
"2102200" "2006" 9 15.699
"2102200" "2006" 11 505.97
"2102200" "2006" 12 689.126
"2102200" "2006" 15 650.692
"2102200" "2006" 21 5731.219
"2102200" "2006" 24 170.265
"2102200" "2006" 25 67.958
"2102200" "2006" 33 1486.06
"2102200" "2006" 39 1021.03
"2102200" "2006" 41 3453.703
"2102200" "2007" 3 86819.009
"2102200" "2007" 4 45269.207
"2102200" "2007" 9 40.854
"2102200" "2007" 11 497.675
"2102200" "2007" 12 661.471
"2102200" "2007" 15 643.187
"2102200" "2007" 21 5803.213
"2102200" "2007" 24 170.89
"2102200" "2007" 25 70.813
"2102200" "2007" 33 1646.324
"2102200" "2007" 39 737.099
"2102200" "2007" 41 5038.135
"2102200" "2008" 3 86717.876
"2102200" "2008" 4 44590.007
"2102200" "2008" 9 41.122
"2102200" "2008" 11 506.417
"2102200" "2008" 12 708.033
"2102200" "2008" 15 714.54
"2102200" "2008" 21 5402.97
"2102200" "2008" 24 171.692
"2102200" "2008" 25 53.333
"2102200" "2008" 33 1705.098
"2102200" "2008" 39 583.576
"2102200" "2008" 41 6203.213
"2102200" "2009" 3 85513.334
"2102200" "2009" 4 45207
"2102200" "2009" 9 41.657
"2102200" "2009" 11 520.063
"2102200" "2009" 12 758.788
"2102200" "2009" 15 760.567
"2102200" "2009" 21 5345.677
"2102200" "2009" 24 175.082
"2102200" "2009" 25 45.574
"2102200" "2009" 33 1714.282
"2102200" "2009" 39 1256.093
"2102200" "2009" 41 6059.761
"2102200" "2010" 3 85547.307
"2102200" "2010" 4 44869.004
"2102200" "2010" 9 63.156
"2102200" "2010" 11 523.452
"2102200" "2010" 12 862.35
"2102200" "2010" 15 946.904
"2102200" "2010" 21 3820.863
"2102200" "2010" 24 175.438
"2102200" "2010" 25 42.9
"2102200" "2010" 33 1653.633
"2102200" "2010" 39 2059.647
"2102200" "2010" 41 6833.222
"2102200" "2011" 3 85474.698
"2102200" "2011" 4 44398.366
"2102200" "2011" 9 63.245
"2102200" "2011" 11 520.152
"2102200" "2011" 12 872.875
"2102200" "2011" 15 1314.835
"2102200" "2011" 21 3629.378
"2102200" "2011" 24 178.471
"2102200" "2011" 25 41.92
"2102200" "2011" 33 1657.29
"2102200" "2011" 39 2083.456
"2102200" "2011" 41 7163.192
"2102200" "2012" 3 85606.859
"2102200" "2012" 4 42984.441
"2102200" "2012" 9 89.203
"2102200" "2012" 11 516.673
"2102200" "2012" 12 680.64
"2102200" "2012" 15 1518.198
"2102200" "2012" 21 3511.599
"2102200" "2012" 24 179.184
"2102200" "2012" 25 63.149
"2102200" "2012" 33 1610.29
"2102200" "2012" 39 2515.472
"2102200" "2012" 41 8122.168
"2102200" "2013" 3 85693.684
"2102200" "2013" 4 41734.614
"2102200" "2013" 9 257.535
"2102200" "2013" 11 508.2
"2102200" "2013" 12 670.017
"2102200" "2013" 15 1602.497
"2102200" "2013" 21 3942.116
"2102200" "2013" 24 180.701
"2102200" "2013" 25 104.536
"2102200" "2013" 33 1562.129
"2102200" "2013" 39 3404.63
"2102200" "2013" 41 7737.219
"2102200" "2014" 3 85840.924
"2102200" "2014" 4 40423.849
"2102200" "2014" 9 302.048
"2102200" "2014" 11 505.524
"2102200" "2014" 12 534.253
"2102200" "2014" 15 1357.303
"2102200" "2014" 21 3924.538
"2102200" "2014" 24 187.479
"2102200" "2014" 25 210.594
"2102200" "2014" 33 1568.641
"2102200" "2014" 39 6314.954
"2102200" "2014" 41 6227.769
"2102200" "2015" 3 86268.214
"2102200" "2015" 4 39509.257
"2102200" "2015" 9 318.462
"2102200" "2015" 11 503.027
"2102200" "2015" 12 446.208
"2102200" "2015" 15 792.41
"2102200" "2015" 21 2830.992
"2102200" "2015" 24 189.352
"2102200" "2015" 25 114.615
"2102200" "2015" 33 1533.859
"2102200" "2015" 39 8374.437
"2102200" "2015" 41 6517.044
"2102200" "2016" 3 86397.807
"2102200" "2016" 4 38152.102
"2102200" "2016" 9 330.951
"2102200" "2016" 11 483.762
"2102200" "2016" 12 398.75
"2102200" "2016" 15 709.546
"2102200" "2016" 21 3548.229
"2102200" "2016" 24 190.066
"2102200" "2016" 25 96.236
"2102200" "2016" 33 1569.711
"2102200" "2016" 39 10267.897
"2102200" "2016" 41 5252.82
"2102200" "2017" 3 86143.859
"2102200" "2017" 4 37171.811
"2102200" "2017" 9 330.862
"2102200" "2017" 11 478.768
"2102200" "2017" 12 350.224
"2102200" "2017" 15 655.837
"2102200" "2017" 21 3395.293
"2102200" "2017" 24 191.136
"2102200" "2017" 25 79.911
"2102200" "2017" 33 1514.237
"2102200" "2017" 39 11748.668
"2102200" "2017" 41 5337.27
"2102200" "2018" 3 86221.804
"2102200" "2018" 4 36800.496
"2102200" "2018" 9 406.504
"2102200" "2018" 11 469.136
"2102200" "2018" 12 331.134
"2102200" "2018" 15 645.579
"2102200" "2018" 21 3189.236
"2102200" "2018" 24 198.093
"2102200" "2018" 25 99.798
"2102200" "2018" 33 1550.18
"2102200" "2018" 39 11221.666
"2102200" "2018" 41 6264.253
"2102200" "2019" 3 86074.896
"2102200" "2019" 4 36506.318
"2102200" "2019" 9 415.513
"2102200" "2019" 11 463.338
"2102200" "2019" 12 323.551
"2102200" "2019" 15 749.94
"2102200" "2019" 21 2557.339
"2102200" "2019" 24 198.628
"2102200" "2019" 25 122.004
"2102200" "2019" 33 1588.976
"2102200" "2019" 39 11356.932
"2102200" "2019" 41 7040.442
"2102200" "2020" 3 86293.051
"2102200" "2020" 4 35956.622
"2102200" "2020" 9 416.494
"2102200" "2020" 11 447.908
"2102200" "2020" 12 334.431
"2102200" "2020" 15 819.601
"2102200" "2020" 21 2330.044
"2102200" "2020" 24 202.909
"2102200" "2020" 25 226.267
"2102200" "2020" 33 1516.289
"2102200" "2020" 39 11913.736
"2102200" "2020" 41 6940.524
"2103000" "1985" 3 318942.543
"2103000" "1985" 4 162062.291
"2103000" "1985" 11 1884.769
"2103000" "1985" 12 21952.617
"2103000" "1985" 15 1539.188
"2103000" "1985" 21 4011.553
"2103000" "1985" 24 1691.076
"2103000" "1985" 25 5121.349
"2103000" "1985" 33 2470.557
"2103000" "1986" 3 318470.688
"2103000" "1986" 4 162592.413
"2103000" "1986" 11 1898.595
"2103000" "1986" 12 22336.308
"2103000" "1986" 15 1181.868
"2103000" "1986" 21 4029.031
"2103000" "1986" 24 1864.966
"2103000" "1986" 25 4788.417
"2103000" "1986" 33 2513.658
"2103000" "1987" 3 316474.954
"2103000" "1987" 4 164711.397
"2103000" "1987" 11 1907.483
"2103000" "1987" 12 22482.207
"2103000" "1987" 15 919.264
"2103000" "1987" 21 4041.477
"2103000" "1987" 24 1930.353
"2103000" "1987" 25 4792.382
"2103000" "1987" 33 2416.427
"2103000" "1988" 3 315780.856
"2103000" "1988" 4 165523.521
"2103000" "1988" 11 1908.726
"2103000" "1988" 12 22745.989
"2103000" "1988" 15 950.572
"2103000" "1988" 21 3906.907
"2103000" "1988" 24 2003.222
"2103000" "1988" 25 4508.253
"2103000" "1988" 33 2347.897
"2103000" "1989" 3 315534.835
"2103000" "1989" 4 165612.259
"2103000" "1989" 11 1905.519
"2103000" "1989" 12 22407.848
"2103000" "1989" 15 1417.533
"2103000" "1989" 21 3622.687
"2103000" "1989" 24 2138.271
"2103000" "1989" 25 4661.642
"2103000" "1989" 33 2375.348
"2103000" "1990" 3 314841.499
"2103000" "1990" 4 166416.768
"2103000" "1990" 11 1970.034
"2103000" "1990" 12 22649.35
"2103000" "1990" 15 1575
"2103000" "1990" 21 3543.357
"2103000" "1990" 24 2202.678
"2103000" "1990" 25 4205.119
"2103000" "1990" 33 2272.138
"2103000" "1991" 3 314469.851
"2103000" "1991" 4 167011.163
"2103000" "1991" 11 1959.526
"2103000" "1991" 12 21727.352
"2103000" "1991" 15 2355.007
"2103000" "1991" 21 3175.292
"2103000" "1991" 24 2258.266
"2103000" "1991" 25 4562.664
"2103000" "1991" 33 2156.823
"2103000" "1992" 3 313964.665
"2103000" "1992" 4 166892.721
"2103000" "1992" 11 1968.169
"2103000" "1992" 12 21446.026
"2103000" "1992" 15 2784.403
"2103000" "1992" 21 3540.287
"2103000" "1992" 24 2274.924
"2103000" "1992" 25 4699.065
"2103000" "1992" 33 2105.683
"2103000" "1993" 3 313612.49
"2103000" "1993" 4 167095.588
"2103000" "1993" 11 1977.171
"2103000" "1993" 12 21107.137
"2103000" "1993" 15 3565.185
"2103000" "1993" 21 3357.722
"2103000" "1993" 24 2292.474
"2103000" "1993" 25 4692.668
"2103000" "1993" 33 1975.51
"2103000" "1994" 3 312621.009
"2103000" "1994" 4 167809.535
"2103000" "1994" 9 0.98
"2103000" "1994" 11 1997.488
"2103000" "1994" 12 21369.934
"2103000" "1994" 15 3800.131
"2103000" "1994" 21 3182.537
"2103000" "1994" 24 2326.325
"2103000" "1994" 25 4671.964
"2103000" "1994" 33 1896.04
"2103000" "1995" 3 312238.932
"2103000" "1995" 4 168283.784
"2103000" "1995" 9 0.98
"2103000" "1995" 11 2026.088
"2103000" "1995" 12 20865.649
"2103000" "1995" 15 4725.161
"2103000" "1995" 21 2805.069
"2103000" "1995" 24 2338.173
"2103000" "1995" 25 4412.308
"2103000" "1995" 33 1979.8
"2103000" "1996" 3 310817.491
"2103000" "1996" 4 170012.815
"2103000" "1996" 9 2.317
"2103000" "1996" 11 2041.138
"2103000" "1996" 12 21233.202
"2103000" "1996" 15 4549.155
"2103000" "1996" 21 2602.364
"2103000" "1996" 24 2370.867
"2103000" "1996" 25 4016.089
"2103000" "1996" 33 2030.506
"2103000" "1997" 3 310156.655
"2103000" "1997" 4 170568.107
"2103000" "1997" 9 2.762
"2103000" "1997" 11 2055.482
"2103000" "1997" 12 20372.931
"2103000" "1997" 15 5519.808
"2103000" "1997" 21 2314.491
"2103000" "1997" 24 2445.253
"2103000" "1997" 25 4238.017
"2103000" "1997" 33 2002.437
"2103000" "1998" 3 310793.403
"2103000" "1998" 4 169936.797
"2103000" "1998" 9 5.436
"2103000" "1998" 11 2037.844
"2103000" "1998" 12 19372.31
"2103000" "1998" 15 6857.382
"2103000" "1998" 21 2078.31
"2103000" "1998" 24 2475.72
"2103000" "1998" 25 4235.879
"2103000" "1998" 30 0.534
"2103000" "1998" 33 1882.33
"2103000" "1999" 3 310681.847
"2103000" "1999" 4 169707.899
"2103000" "1999" 9 20.941
"2103000" "1999" 11 2015.393
"2103000" "1999" 12 18703.901
"2103000" "1999" 15 8100.735
"2103000" "1999" 21 2025.127
"2103000" "1999" 24 2531.574
"2103000" "1999" 25 3968.246
"2103000" "1999" 30 0.623
"2103000" "1999" 33 1919.656
"2103000" "2000" 3 310554.505
"2103000" "2000" 4 169236.338
"2103000" "2000" 9 96.507
"2103000" "2000" 11 2002.742
"2103000" "2000" 12 19255.97
"2103000" "2000" 15 8118.365
"2103000" "2000" 21 2126.51
"2103000" "2000" 24 2548.856
"2103000" "2000" 25 4030.994
"2103000" "2000" 30 0.623
"2103000" "2000" 33 1704.533
"2103000" "2001" 3 311456.857
"2103000" "2001" 4 167546.251
"2103000" "2001" 9 772.894
"2103000" "2001" 11 1982.521
"2103000" "2001" 12 19353.866
"2103000" "2001" 15 8402.159
"2103000" "2001" 21 1989.723
"2103000" "2001" 24 2618.341
"2103000" "2001" 25 3844.083
"2103000" "2001" 30 0.623
"2103000" "2001" 33 1708.625
"2103000" "2002" 3 312699.278
"2103000" "2002" 4 165574.109
"2103000" "2002" 9 1455.341
"2103000" "2002" 11 1928.092
"2103000" "2002" 12 19780.522
"2103000" "2002" 15 8370.884
"2103000" "2002" 21 1804.32
"2103000" "2002" 24 2639.365
"2103000" "2002" 25 3724.452
"2103000" "2002" 30 0.623
"2103000" "2002" 33 1698.959
"2103000" "2003" 3 311687.933
"2103000" "2003" 4 165990.265
"2103000" "2003" 9 2076.647
"2103000" "2003" 11 1918.374
"2103000" "2003" 12 19435.821
"2103000" "2003" 15 9067.991
"2103000" "2003" 21 1614.953
"2103000" "2003" 24 2688.271
"2103000" "2003" 25 3439.825
"2103000" "2003" 30 0.623
"2103000" "2003" 33 1755.241
"2103000" "2004" 3 310530.325
"2103000" "2004" 4 166302.429
"2103000" "2004" 9 2801.495
"2103000" "2004" 11 1902.872
"2103000" "2004" 12 19273.156
"2103000" "2004" 15 9481.458
"2103000" "2004" 21 1434.107
"2103000" "2004" 24 2698.872
"2103000" "2004" 25 3343.904
"2103000" "2004" 30 0.623
"2103000" "2004" 33 1906.703
"2103000" "2005" 3 309223.729
"2103000" "2005" 4 166665.36
"2103000" "2005" 9 3327.483
"2103000" "2005" 11 1905.894
"2103000" "2005" 12 18866.044
"2103000" "2005" 15 9975.696
"2103000" "2005" 20 4.189
"2103000" "2005" 21 1867.131
"2103000" "2005" 24 2758.557
"2103000" "2005" 25 3151.672
"2103000" "2005" 30 0.445
"2103000" "2005" 33 1929.743
"2103000" "2006" 3 306589.275
"2103000" "2006" 4 168699.222
"2103000" "2006" 9 3946.069
"2103000" "2006" 11 1900.55
"2103000" "2006" 12 18338.217
"2103000" "2006" 15 10660.95
"2103000" "2006" 20 17.468
"2103000" "2006" 21 1815.932
"2103000" "2006" 24 2776.908
"2103000" "2006" 25 3139.684
"2103000" "2006" 30 1.068
"2103000" "2006" 33 1790.6
"2103000" "2007" 3 304416.633
"2103000" "2007" 4 170139.237
"2103000" "2007" 9 4229.939
"2103000" "2007" 11 1922.023
"2103000" "2007" 12 18355.335
"2103000" "2007" 15 10299.991
"2103000" "2007" 20 26.468
"2103000" "2007" 21 2491.64
"2103000" "2007" 24 2801.049
"2103000" "2007" 25 3182.2
"2103000" "2007" 30 1.068
"2103000" "2007" 33 1810.36
"2103000" "2008" 3 301587.842
"2103000" "2008" 4 171544.842
"2103000" "2008" 9 4395.075
"2103000" "2008" 11 1884.604
"2103000" "2008" 12 19270.305
"2103000" "2008" 15 9484.821
"2103000" "2008" 20 98.459
"2103000" "2008" 21 3104.153
"2103000" "2008" 24 2817.083
"2103000" "2008" 25 3561.727
"2103000" "2008" 30 3.116
"2103000" "2008" 33 1923.917
"2103000" "2009" 3 300953.693
"2103000" "2009" 4 171266.253
"2103000" "2009" 9 4492.211
"2103000" "2009" 11 1876.762
"2103000" "2009" 12 19449.504
"2103000" "2009" 15 9479.432
"2103000" "2009" 20 134.628
"2103000" "2009" 21 3414.93
"2103000" "2009" 24 2847.373
"2103000" "2009" 25 3861.734
"2103000" "2009" 30 7.39
"2103000" "2009" 33 1887.847
"2103000" "2009" 39 4.188
"2103000" "2010" 3 300957.133
"2103000" "2010" 4 171084.374
"2103000" "2010" 9 4527.59
"2103000" "2010" 11 1865.544
"2103000" "2010" 12 18589
"2103000" "2010" 15 10250.442
"2103000" "2010" 20 185.143
"2103000" "2010" 21 3173.007
"2103000" "2010" 24 2911.604
"2103000" "2010" 25 4240.166
"2103000" "2010" 30 8.28
"2103000" "2010" 33 1804.443
"2103000" "2010" 39 11.406
"2103000" "2010" 41 67.812
"2103000" "2011" 3 300350.201
"2103000" "2011" 4 171235.054
"2103000" "2011" 9 4565.019
"2103000" "2011" 11 1850.399
"2103000" "2011" 12 18941.037
"2103000" "2011" 15 10194.244
"2103000" "2011" 20 712.575
"2103000" "2011" 21 2634.654
"2103000" "2011" 24 2937.26
"2103000" "2011" 25 4098.135
"2103000" "2011" 30 8.369
"2103000" "2011" 33 1791.869
"2103000" "2011" 39 16.306
"2103000" "2011" 41 340.821
"2103000" "2012" 3 300876.416
"2103000" "2012" 4 171178.487
"2103000" "2012" 9 4682.734
"2103000" "2012" 11 1848.268
"2103000" "2012" 12 19370.17
"2103000" "2012" 15 10020.825
"2103000" "2012" 20 812.72
"2103000" "2012" 21 2139.589
"2103000" "2012" 24 2953.74
"2103000" "2012" 25 3643.465
"2103000" "2012" 30 7.746
"2103000" "2012" 33 1656.345
"2103000" "2012" 39 162.254
"2103000" "2012" 41 323.183
"2103000" "2013" 3 300008.219
"2103000" "2013" 4 171040.662
"2103000" "2013" 9 4798.159
"2103000" "2013" 11 1815.401
"2103000" "2013" 12 19300.05
"2103000" "2013" 15 10307.093
"2103000" "2013" 20 1215.851
"2103000" "2013" 21 1920.622
"2103000" "2013" 24 3044.424
"2103000" "2013" 25 3677.387
"2103000" "2013" 30 6.589
"2103000" "2013" 33 1581.123
"2103000" "2013" 39 199.411
"2103000" "2013" 41 760.953
"2103000" "2014" 3 299082.686
"2103000" "2014" 4 170744.711
"2103000" "2014" 9 5304.133
"2103000" "2014" 11 1811.577
"2103000" "2014" 12 19520.991
"2103000" "2014" 15 10646.247
"2103000" "2014" 20 1286.493
"2103000" "2014" 21 1433.795
"2103000" "2014" 24 3092.172
"2103000" "2014" 25 3688.696
"2103000" "2014" 30 8.458
"2103000" "2014" 33 1518.214
"2103000" "2014" 39 958.148
"2103000" "2014" 41 579.623
"2103000" "2015" 3 299675.202
"2103000" "2015" 4 169643.772
"2103000" "2015" 9 5318.394
"2103000" "2015" 11 1805.884
"2103000" "2015" 12 19834.68
"2103000" "2015" 15 10423.174
"2103000" "2015" 20 1347.965
"2103000" "2015" 21 1635.351
"2103000" "2015" 24 3116.402
"2103000" "2015" 25 3395.267
"2103000" "2015" 30 9.972
"2103000" "2015" 33 1468.228
"2103000" "2015" 39 1327.757
"2103000" "2015" 41 673.895
"2103000" "2016" 3 298438.957
"2103000" "2016" 4 170023.196
"2103000" "2016" 9 5310.552
"2103000" "2016" 11 1785.208
"2103000" "2016" 12 20135.731
"2103000" "2016" 15 10535.42
"2103000" "2016" 20 1276.516
"2103000" "2016" 21 1841.377
"2103000" "2016" 24 3134.219
"2103000" "2016" 25 3342.184
"2103000" "2016" 30 10.595
"2103000" "2016" 33 1457.707
"2103000" "2016" 39 1686.963
"2103000" "2016" 41 697.32
"2103000" "2017" 3 299442.121
"2103000" "2017" 4 167725.793
"2103000" "2017" 9 5314.74
"2103000" "2017" 11 1750.905
"2103000" "2017" 12 19735.201
"2103000" "2017" 15 11947.056
"2103000" "2017" 20 1241.331
"2103000" "2017" 21 2237.567
"2103000" "2017" 24 3138.495
"2103000" "2017" 25 2666.407
"2103000" "2017" 30 10.684
"2103000" "2017" 33 1488.89
"2103000" "2017" 39 2218.118
"2103000" "2017" 41 758.635
"2103000" "2018" 3 299239.545
"2103000" "2018" 4 166950.364
"2103000" "2018" 9 5318.126
"2103000" "2018" 11 1712.948
"2103000" "2018" 12 18814.019
"2103000" "2018" 15 13461.428
"2103000" "2018" 20 1682.589
"2103000" "2018" 21 2280.521
"2103000" "2018" 24 3159.875
"2103000" "2018" 25 2470.845
"2103000" "2018" 30 11.129
"2103000" "2018" 33 1482.485
"2103000" "2018" 39 2290.474
"2103000" "2018" 41 801.593
"2103000" "2019" 3 299503.032
"2103000" "2019" 4 166336.938
"2103000" "2019" 9 5417.836
"2103000" "2019" 11 1692.188
"2103000" "2019" 12 18058.022
"2103000" "2019" 15 14311.787
"2103000" "2019" 20 1717.069
"2103000" "2019" 21 2014.609
"2103000" "2019" 24 3160.855
"2103000" "2019" 25 2367.234
"2103000" "2019" 30 12.109
"2103000" "2019" 33 1509.752
"2103000" "2019" 39 2652.62
"2103000" "2019" 41 921.894
"2103000" "2020" 3 300631.739
"2103000" "2020" 4 164362.901
"2103000" "2020" 9 5421.935
"2103000" "2020" 11 1641.848
"2103000" "2020" 12 17911.547
"2103000" "2020" 15 14679.852
"2103000" "2020" 20 1718.584
"2103000" "2020" 21 1992.288
"2103000" "2020" 24 3184.462
"2103000" "2020" 25 2762.727
"2103000" "2020" 30 12.109
"2103000" "2020" 33 1531.749
"2103000" "2020" 39 2913.897
"2103000" "2020" 41 910.308
"2103208" "1985" 3 271465.487
"2103208" "1985" 4 48863.334
"2103208" "1985" 11 692.832
"2103208" "1985" 12 1911.795
"2103208" "1985" 15 166.384
"2103208" "1985" 21 486.317
"2103208" "1985" 24 741.535
"2103208" "1985" 25 33.444
"2103208" "1985" 33 376.726
"2103208" "1986" 3 271328.026
"2103208" "1986" 4 48896.151
"2103208" "1986" 11 707.1
"2103208" "1986" 12 1905.554
"2103208" "1986" 15 118.119
"2103208" "1986" 21 511.387
"2103208" "1986" 24 775.615
"2103208" "1986" 25 30.946
"2103208" "1986" 33 464.957
"2103208" "1987" 3 270014.75
"2103208" "1987" 4 50241.91
"2103208" "1987" 11 757.599
"2103208" "1987" 12 1856.567
"2103208" "1987" 15 97.955
"2103208" "1987" 21 559.207
"2103208" "1987" 24 782.93
"2103208" "1987" 25 39.066
"2103208" "1987" 33 387.87
"2103208" "1988" 3 270895.936
"2103208" "1988" 4 49507.484
"2103208" "1988" 11 757.605
"2103208" "1988" 12 1839.437
"2103208" "1988" 15 91.977
"2103208" "1988" 21 466.684
"2103208" "1988" 24 784.982
"2103208" "1988" 25 45.579
"2103208" "1988" 33 348.171
"2103208" "1989" 3 270781.802
"2103208" "1989" 4 49656.767
"2103208" "1989" 11 754.129
"2103208" "1989" 12 1827.036
"2103208" "1989" 15 137.474
"2103208" "1989" 21 381.397
"2103208" "1989" 24 808.98
"2103208" "1989" 25 50.128
"2103208" "1989" 33 340.141
"2103208" "1990" 3 270941.285
"2103208" "1990" 4 49537.618
"2103208" "1990" 11 754.13
"2103208" "1990" 12 1817.219
"2103208" "1990" 15 67.085
"2103208" "1990" 21 437.771
"2103208" "1990" 24 812.281
"2103208" "1990" 25 54.5
"2103208" "1990" 33 315.965
"2103208" "1991" 3 270562.701
"2103208" "1991" 4 49919.771
"2103208" "1991" 11 738.16
"2103208" "1991" 12 1816.236
"2103208" "1991" 15 75.472
"2103208" "1991" 21 456.148
"2103208" "1991" 24 821.202
"2103208" "1991" 25 53.429
"2103208" "1991" 33 294.734
"2103208" "1992" 3 271596.032
"2103208" "1992" 4 48924.447
"2103208" "1992" 11 726.203
"2103208" "1992" 12 1816.505
"2103208" "1992" 15 80.468
"2103208" "1992" 21 455.524
"2103208" "1992" 24 822.362
"2103208" "1992" 25 46.203
"2103208" "1992" 33 270.111
"2103208" "1993" 3 271681.718
"2103208" "1993" 4 48905.051
"2103208" "1993" 11 715.318
