"CD_MUN","class_values","year","area_ha"
"2103208",3,2000,268302.880975594
"2103208",4,2000,52519.0431702829
"2103208",11,2000,685.34595563167
"2103208",12,2000,1847.63386203884
"2103208",15,2000,618.412531481041
"2103208",21,2000,106.076811175537
"2103208",24,2000,957.874622628923
"2103208",25,2000,45.1316974243164
"2103208",33,2000,195.678768945312
"2107803",3,2008,148780.149819122
"2107803",4,2008,153382.686351691
"2107803",9,2008,267.204003900146
"2107803",11,2008,336.916007096413
"2107803",12,2008,2329.03465358776
"2107803",15,2008,17181.1650578091
"2107803",21,2008,899.442017312179
"2107803",24,2008,375.4516970736
"2107803",25,2008,706.540180129321
"2107803",33,2008,364.860231195057
"2107803",3,2009,146892.202833964
"2107803",4,2009,153957.871011877
"2107803",9,2009,265.958303045654
"2107803",11,2009,335.047424087817
"2107803",12,2009,2322.53880010986
"2107803",15,2009,18198.2979767578
"2107803",21,2009,1142.75876950859
"2107803",24,2009,383.28104225909
"2107803",25,2009,767.126868236752
"2107803",33,2009,358.3669699994
"2107803",3,2010,144630.736499286
"2107803",4,2010,156635.757446428
"2107803",9,2010,284.554696720034
"2107803",11,2010,349.371599777111
"2107803",12,2010,2318.08907990913
"2107803",15,2010,17731.7174786072
"2107803",21,2010,1164.62876517944
"2107803",24,2010,385.060444769287
"2107803",25,2010,765.61106739502
"2107803",33,2010,357.922916100943
"2107803",3,2011,142780.087362889
"2107803",4,2011,158694.178539214
"2107803",9,2011,286.156349110051
"2107803",11,2011,344.298935715565
"2107803",12,2011,2302.07086912075
"2107803",15,2011,17492.0905546927
"2107803",21,2011,1250.75605805436
"2107803",24,2011,389.77584709836
"2107803",25,2011,742.750466931152
"2107803",33,2011,341.285004675293
"2107803",3,2012,140565.576090371
"2107803",4,2012,160939.828431285
"2107803",9,2012,310.447427050077
"2107803",11,2012,333.978068850498
"2107803",12,2012,2316.57548605365
"2107803",15,2012,17431.1935106567
"2107803",21,2012,1277.75224617517
"2107803",24,2012,400.63018262816
"2107803",25,2012,721.755451974028
"2107803",33,2012,325.713092681885
"2107803",3,2013,140327.180986914
"2107803",4,2013,160771.062551577
"2107803",9,2013,942.023800819849
"2107803",11,2013,322.413231575716
"2107803",12,2013,2380.81105755458
