"CD_MUN","class_values","year","area_ha"
"2104057",12,1991,36678.6423778481
"2104057",15,1991,14934.1686596863
"2104057",21,1991,8280.12830070577
"2104057",24,1991,879.392743435198
"2104057",25,1991,208.966835779423
"2104057",33,1991,1642.05154778693
"2104057",3,1992,65763.7517428364
"2104057",4,1992,143266.209777456
"2104057",11,1992,205.679636651591
"2104057",12,1992,36702.700590113
"2104057",15,1992,16391.1255592756
"2104057",21,1992,7350.6747544661
"2104057",24,1992,908.350031835479
"2104057",25,1992,210.300088879395
"2104057",33,1992,1619.22957198486
"2104057",3,1993,65887.7206082464
"2104057",4,1993,142303.027626538
"2104057",11,1993,206.30143434296
"2104057",12,1993,36673.0326896467
"2104057",15,1993,18165.2625504271
"2104057",21,1993,6479.33483405817
"2104057",24,1993,912.702579255652
"2104057",25,1993,215.541890603367
"2104057",33,1993,1572.87803971342
"2104057",41,1993,2.21950025679916
"2104057",3,1994,65176.7825847388
"2104057",4,1994,141980.911805634
"2104057",11,1994,209.320578570867
"2104057",12,1994,36697.8882968198
"2104057",15,1994,19156.0567798602
"2104057",21,1994,6519.71781470947
"2104057",24,1994,918.74265357666
"2104057",25,1994,241.91982891262
"2104057",33,1994,1513.75127049561
"2104057",41,1994,2.93014683227539
"2104057",3,1995,63090.5821269141
"2104057",4,1995,143097.962665048
"2104057",11,1995,212.694701826262
"2104057",12,1995,36796.8038047529
"2104057",15,1995,19094.8348194754
"2104057",21,1995,7468.74929397583
"2104057",24,1995,924.427561419286
"2104057",25,1995,233.306387454468
"2104057",33,1995,1495.28609223887
"2104057",41,1995,3.3743000870619
"2104057",3,1996,65987.4931025182
"2104057",4,1996,140272.060527439
"2104057",11,1996,202.04008079834
"2104057",12,1996,37083.4530760217
"2104057",15,1996,18363.2583328857
"2104057",21,1996,7897.00832420288
"2104057",24,1996,928.513584366079
"2104057",25,1996,207.37720815574
"2104057",33,1996,1470.866856038
"2104057",41,1996,5.95066751965582
"2104057",3,1997,64963.143244722
"2104057",4,1997,140768.603020704
"2104057",11,1997,196.358524835863
"2104057",12,1997,37200.4051159895
"2104057",15,1997,17865.5322186416
"2104057",21,1997,8802.92285005842
"2104057",24,1997,932.777295744115
"2104057",25,1997,215.814908792819
"2104057",33,1997,1464.64843512947
"2104057",41,1997,7.81613853149414
"2104057",3,1998,64890.5295833563
"2104057",4,1998,140474.382598496
"2104057",11,1998,196.181340809908
"2104057",12,1998,37355.9038999429
"2104057",15,1998,18290.0940616627
"2104057",21,1998,8579.48787949642
"2104057",24,1998,935.975118173285
"2104057",25,1998,234.026234889487
"2104057",33,1998,1454.06905104915
"2104057",41,1998,7.37198525804691
"2104057",3,1999,64263.5383080173
"2104057",4,1999,140730.128553294
"2104057",11,1999,198.133667722896
"2104057",12,1999,37520.5494975403
"2104057",15,1999,19417.8079281372
"2104057",21,1999,7654.11770619322
"2104057",24,1999,943.436794567698
"2104057",25,1999,222.039618010602
"2104057",33,1999,1461.87430792382
"2104057",41,1999,6.39540530670919
"2104057",3,2000,63808.1690208411
"2104057",4,2000,140744.719341388
"2104057",11,2000,193.250295389613
"2104057",12,2000,37437.1696977276
"2104057",15,2000,20866.8313947654
"2104057",21,2000,6766.88447343895
"2104057",24,2000,946.634636995611
"2104057",25,2000,265.818041316161
"2104057",33,2000,1379.48452866469
"2104057",41,2000,9.06032263183594
"2104057",3,2001,62730.00341604
"2104057",4,2001,139714.007184957
"2104057",11,2001,188.633891522217
"2104057",12,2001,37305.1194217722
"2104057",15,2001,23436.7814266562
"2104057",21,2001,6467.5346010573
"2104057",24,2001,946.456970205629
"2104057",25,2001,256.049656937022
"2104057",33,2001,1359.75663410099
"2104057",39,2001,0.621448971184343
"2104057",41,2001,13.057131186191
"2104057",3,2002,60647.401023507
"2104057",4,2002,139596.415127816
"2104057",11,2002,194.136811714622
"2104057",12,2002,37166.9597641084
"2104057",15,2002,26109.9182623657
"2104057",21,2002,6061.89466613769
"2104057",24,2002,950.898305234957
"2104057",25,2002,239.97092158309
"2104057",33,2002,1405.85257401463
"2104057",39,2002,31.6060130864743
"2104057",41,2002,12.9683008319095
"2104057",3,2003,57835.3568513397
"2104057",4,2003,140510.328471127
"2104057",11,2003,183.927771825907
"2104057",12,2003,37131.0311975716
"2104057",15,2003,28317.7854792909
"2104057",21,2003,5740.85389523446
"2104057",24,2003,954.184889812947
"2104057",25,2003,270.071844360352
"2104057",33,2003,1424.31515370275
"2104057",39,2003,40.1293164611816
"2104057",41,2003,10.0368820674453
"2104057",3,2004,56272.5630860036
"2104057",4,2004,138373.705630889
"2104057",11,2004,183.749824215294
"2104057",12,2004,37063.6157895552
"2104057",15,2004,31980.3980835376
"2104057",21,2004,5862.38688864412
"2104057",24,2004,957.205018688865
"2104057",25,2004,311.092956777626
"2104057",33,2004,1394.65752835736
"2104057",39,2004,16.1602849053197
"2104057",41,2004,2.48666150281839
"2104057",3,2005,53116.5303078343
"2104057",4,2005,138623.140966256
"2104057",11,2005,182.507325720215
"2104057",12,2005,36898.7957731812
"2104057",15,2005,35333.3056224154
"2104057",21,2005,5555.58766091415
"2104057",24,2005,960.491634689903
"2104057",25,2005,311.536931444201
"2104057",33,2005,1398.92135648954
"2104057",39,2005,34.7175455644269
"2104057",41,2005,2.48666150281839
"2104057",3,2006,51221.8410135932
"2104057",4,2006,139111.057710837
"2104057",11,2006,184.992665208352
"2104057",12,2006,36863.4432675044
"2104057",15,2006,37501.0719095334
"2104057",21,2006,4412.52238343455
"2104057",24,2006,975.858702290082
"2104057",25,2006,323.789466668701
"2104057",33,2006,1357.72700900879
"2104057",39,2006,31.0763117438756
"2104057",41,2006,434.641312817383
"2104057",3,2007,49519.276274523
"2104057",4,2007,138571.484863921
"2104057",11,2007,182.773357158547
"2104057",12,2007,36774.822476593
"2104057",15,2007,39454.4802839682
"2104057",21,2007,4502.58497593138
"2104057",24,2007,1029.330367033
"2104057",25,2007,309.226996260145
"2104057",33,2007,1425.11595331665
"2104057",39,2007,8.16788637295105
"2104057",41,2007,640.758318000889
"2104057",3,2008,48501.229311555
"2104057",4,2008,138392.016020302
"2104057",11,2008,182.063324530029
"2104057",12,2008,36801.9195288458
"2104057",15,2008,40459.015061676
"2104057",21,2008,4564.73272301554
"2104057",24,2008,1056.77709830451
"2104057",25,2008,340.587816519956
"2104057",33,2008,1425.11380655752
"2104057",39,2008,7.90149698624536
"2104057",41,2008,686.665580202124
"2104057",3,2009,47705.5086456146
"2104057",4,2009,138888.916997817
"2104057",11,2009,182.152294157994
"2104057",12,2009,36888.6029076169
"2104057",15,2009,39616.609275142
"2104057",21,2009,5675.49391040517
"2104057",24,2009,1070.45646349645
"2104057",25,2009,382.59765351769
"2104057",33,2009,1424.67861802332
"2104057",41,2009,583.004986700439
"2104057",3,2010,47223.3789240417
"2104057",4,2010,138413.078733594
"2104057",11,2010,173.985004188009
"2104057",12,2010,36978.039032554
"2104057",15,2010,39441.3987920919
"2104057",21,2010,6862.64565452476
"2104057",24,2010,1071.07823826553
"2104057",25,2010,484.645667864634
"2104057",33,2010,1447.50718762377
"2104057",39,2010,3.64161264678389
"2104057",41,2010,318.622997729054
"2104057",3,2011,45097.9440981729
"2104057",4,2011,137993.394215513
"2104057",11,2011,159.337555675521
"2104057",12,2011,36947.5931027478
"2104057",15,2011,38651.0711228429
"2104057",21,2011,7239.39457492676
"2104057",24,2011,1052.60391298828
"2104057",25,2011,308.97404638161
"2104057",33,2011,4691.35416863403
"2104057",39,2011,8.3498180919718
"2104057",41,2011,268.005150126382
"2104057",3,2012,44699.2069568568
"2104057",4,2012,138329.097591233
"2104057",9,2012,5.32887604819499
"2104057",11,2012,155.873520421799
"2104057",12,2012,37031.2336001202
"2104057",15,2012,38695.3146611598
"2104057",21,2012,6929.04010366731
"2104057",24,2012,1053.75867678585
"2104057",25,2012,341.835198845998
"2104057",33,2012,4781.64813436053
"2104057",39,2012,5.50769619488902
"2104057",41,2012,390.176737005615
"2104057",3,2013,45433.8497434478
"2104057",4,2013,138083.879226134
"2104057",9,2013,33.9277888432391
"2104057",11,2013,155.074611683907
"2104057",12,2013,36896.3506255699
"2104057",15,2013,39674.3826454622
"2104057",21,2013,5636.18734218164
"2104057",24,2013,1055.53521580128
"2104057",25,2013,334.735428769638
"2104057",33,2013,4749.68476286207
"2104057",39,2013,11.719026836862
"2104057",41,2013,352.695335491125
"2104057",3,2014,44640.3427241837
"2104057",4,2014,137701.725898648
"2104057",9,2014,33.9277912536621
"2104057",11,2014,156.228772235107
"2104057",12,2014,36724.7797655945
"2104057",15,2014,41344.6196120361
"2104057",21,2014,5252.00214860954
"2104057",24,2014,1057.48943007914
"2104057",25,2014,374.165318037421
"2104057",33,2014,4759.19068301989
"2104057",39,2014,20.4198255625412
"2104057",41,2014,353.12983675831
"2104057",3,2015,44122.5147058929
"2104057",4,2015,137486.781581079
"2104057",9,2015,34.1942353239123
"2104057",11,2015,158.536480802345
"2104057",12,2015,36578.2607989994
"2104057",15,2015,42587.9451922477
"2104057",21,2015,5080.04463262062
"2104057",24,2015,1056.6012343689
"2104057",25,2015,354.182426318359
"2104057",33,2015,4774.6439460062
"2104057",39,2015,8.70079872436524
"2104057",41,2015,175.615722807477
"2104057",3,2016,43967.9219386477
"2104057",4,2016,136308.969502539
"2104057",9,2016,34.1942353239123
"2104057",11,2016,154.986620867483
"2104057",12,2016,36466.6227946479
"2104057",15,2016,43714.2344163756
"2104057",21,2016,5429.65847713166
"2104057",24,2016,1056.15711858971
"2104057",25,2016,314.582097868662
"2104057",33,2016,4787.34390212181
"2104057",39,2016,15.9004656217843
"2104057",41,2016,167.450183338997
"2104057",3,2017,44380.8960507263
"2104057",4,2017,133661.372603754
"2104057",9,2017,34.105416791017
"2104057",11,2017,155.075541998472
"2104057",12,2017,36168.7940698184
"2104057",15,2017,45146.4083479806
"2104057",21,2017,6404.89611824702
"2104057",24,2017,1054.55839296772
"2104057",25,2017,297.884501476084
"2104057",33,2017,4807.94655930703
"2104057",39,2017,25.3157592529632
"2104057",41,2017,280.768468693732
"2104057",3,2018,44316.1135826522
"2104057",4,2018,132507.493567214
"2104057",9,2018,34.1942353239123
"2104057",11,2018,153.743221374512
"2104057",12,2018,35906.6511590392
"2104057",15,2018,45557.9588283325
"2104057",21,2018,7374.05096762184
"2104057",24,2018,1056.24613833656
"2104057",25,2018,259.078387179853
"2104057",33,2018,4825.17543102266
"2104057",39,2018,23.9784430487372
"2104057",41,2018,403.337815824066
"2104057",3,2019,45498.4619196945
"2104057",4,2019,128597.485305417
"2104057",9,2019,55.7801733483743
"2104057",11,2019,151.169506083783
"2104057",12,2019,35502.3029403783
"2104057",15,2019,47100.0049492238
"2104057",21,2019,9024.89900020142
"2104057",24,2019,1057.31205615234
"2104057",25,2019,230.916743551172
"2104057",33,2019,4828.37602714233
"2104057",39,2019,38.4499321621165
"2104057",41,2019,332.86321266197
"2104057",3,2020,47063.9556155613
"2104057",4,2020,121903.994403539
"2104057",9,2020,56.3131177313942
"2104057",11,2020,150.992528839847
"2104057",12,2020,35209.9927897928
"2104057",15,2020,49194.437560099
"2104057",21,2020,12158.4791977543
"2104057",24,2020,1062.19747763331
"2104057",25,2020,245.998555592354
"2104057",33,2020,4807.43204978208
"2104057",39,2020,298.775627505938
"2104057",41,2020,265.452830279541
"5103361",0,1985,0.519010081230849
"5103361",3,1985,122340.311509117
"5103361",4,1985,69893.4925779671
"5103361",11,1985,79.6215040711567
"5103361",12,1985,54849.7314357256
"5103361",15,1985,20399.5778184804
"5103361",21,1985,33.7801087415814
"5103361",25,1985,1.03916177693307
"5103361",33,1985,610.697618942511
"5103361",41,1985,843.298498378121
"5103361",0,1986,0.173037051939964
"5103361",3,1986,117085.125485568
"5103361",4,1986,69360.7035783691
"5103361",11,1986,87.4074641845703
"5103361",12,1986,54569.2700796509
"5103361",15,1986,26332.1437085571
"5103361",21,1986,33.7801087415814
"5103361",24,1986,18.707417637223
"5103361",25,1986,82.1590737044111
"5103361",33,1986,652.972713695646
"5103361",41,1986,829.626521021237
"5103361",0,1987,0.0865092680059373
"5103361",3,1987,114887.174222755
"5103361",4,1987,69474.0159656513
"5103361",11,1987,87.1497489980318
"5103361",12,1987,53761.2346642049
"5103361",15,1987,28401.254611843
"5103361",21,1987,33.6934906005859
"5103361",24,1987,19.8333150695801
"5103361",25,1987,118.952288755342
"5103361",33,1987,708.035994693714
"5103361",41,1987,1560.63843151156
"5103361",0,1988,0.346009064784646
"5103361",3,1988,110898.74910128
"5103361",4,1988,68577.5645030531
"5103361",11,1988,103.163326110695
"5103361",12,1988,53485.5062049237
"5103361",15,1988,33316.797045412
"5103361",21,1988,34.2131752367131
"5103361",24,1988,20.526174357003
"5103361",25,1988,125.53331175437
"5103361",33,1988,762.768906157249
"5103361",41,1988,1726.9014859788
"5103361",0,1989,0.346009381103516
"5103361",3,1989,108944.255816806
"5103361",4,1989,68096.4945279391
"5103361",11,1989,111.042490352175
"5103361",12,1989,53290.0217536242
"5103361",15,1989,35914.6669913879
"5103361",21,1989,34.1263667454213
"5103361",24,1989,36.3753047382973
"5103361",25,1989,37.9217273102187
"5103361",33,1989,599.08405034619
"5103361",41,1989,1987.73420473024
"5103361",0,1990,0.346006229834259
"5103361",3,1990,109792.928517928
"5103361",4,1990,68494.9501610718
"5103361",11,1990,86.6384233459473
"5103361",12,1990,53150.8523686584
"5103361",15,1990,34675.184507424
"5103361",21,1990,32.6553023017839
"5103361",24,1990,36.4619132114969
"5103361",25,1990,12.9870710173443
"5103361",33,1990,642.051345179443
"5103361",41,1990,2127.01359146273
"5103361",0,1991,0.519003477034718
"5103361",3,1991,108226.683442408
"5103361",4,1991,68364.7860518489
"5103361",11,1991,74.951170763512
"5103361",12,1991,52997.3318101764
"5103361",15,1991,36292.0620634666
"5103361",21,1991,33.5216820068359
"5103361",24,1991,43.8235449707031
"5103361",25,1991,6.92745666503906
"5103361",33,1991,707.835665665127
"5103361",41,1991,2303.62735201804
"5103361",0,1992,0.519014888494462
"5103361",3,1992,107841.420761891
"5103361",4,1992,68521.7920880588
"5103361",11,1992,60.150051050815
"5103361",12,1992,53864.9162798642
"5103361",15,1992,36508.629180113
"5103361",21,1992,34.3879865418538
"5103361",24,1992,43.7369364829041
"5103361",25,1992,14.4600374678195
"5103361",33,1992,735.555503308105
"5103361",41,1992,1426.5014039917
"5103361",0,1993,0.605538644797355
"5103361",3,1993,106239.165525714
"5103361",4,1993,68633.6971325811
"5103361",11,1993,57.1192634724014
"5103361",12,1993,53881.4581402285
"5103361",15,1993,37954.4304122302
"5103361",21,1993,30.4050896739781
"5103361",24,1993,57.0744015435681
"5103361",25,1993,49.2680067692615
"5103361",33,1993,769.300278714822
"5103361",41,1993,1379.54545376036
"5103361",0,1994,0.173016020853817
"5103361",3,1994,103925.195521167
"5103361",4,1994,68531.5072502418
"5103361",11,1994,57.2037243960962
"5103361",12,1994,53712.4881315609
"5103361",15,1994,40234.0952109965
"5103361",21,1994,33.4370678266101
"5103361",24,1994,62.617201053381
"5103361",25,1994,55.761313918592
"5103361",33,1994,859.621875603268
"5103361",41,1994,1579.96889105618
"5103361",0,1995,0.25952424100861
"5103361",3,1995,103631.186589036
"5103361",4,1995,68562.7034830712
"5103361",11,1995,59.5429491077013
"5103361",12,1995,53755.06686875
"5103361",15,1995,40449.9793953314
"5103361",21,1995,28.4995612331778
"5103361",24,1995,65.2154267150164
"5103361",25,1995,64.6799299826734
"5103361",33,1995,955.129934930641
"5103361",41,1995,1479.8055608382
"5103361",0,1996,0.25952424100861
"5103361",3,1996,103093.04790065
"5103361",4,1996,68273.8744203904
"5103361",11,1996,57.8974238981612
"5103361",12,1996,53902.4516987751
"5103361",15,1996,41216.2752539048
"5103361",21,1996,76.1439398010254
"5103361",24,1996,67.7270027526856
"5103361",25,1996,68.8414170110732
"5103361",33,1996,933.5323055484
"5103361",41,1996,1362.0183564184
"5103361",0,1997,0.259511859092116
"5103361",3,1997,102629.641486917
"5103361",4,1997,67928.3589683469
"5103361",11,1997,69.1531693037003
"5103361",12,1997,54036.8579965638
"5103361",15,1997,42182.7303109506
"5103361",21,1997,40.6202023313679
"5103361",24,1997,67.6403969069846
"5103361",25,1997,73.8645469136968
"5103361",33,1997,706.458532543945
"5103361",41,1997,1316.48412005615
"5103361",0,1998,0.259511859130859
"5103361",3,1998,101778.584126193
"5103361",4,1998,68089.8619028101
"5103361",11,1998,69.1546766640917
"5103361",12,1998,54519.3274992606
"5103361",15,1998,42968.6926142402
"5103361",21,1998,25.725319251252
"5103361",24,1998,70.2386361640759
"5103361",25,1998,72.4811002763882
"5103361",33,1998,630.199705725369
"5103361",41,1998,827.544150904433
"5103361",0,1999,0.173017488160729
"5103361",3,1999,100739.386815685
"5103361",4,1999,68381.1137808597
"5103361",11,1999,52.2744400695801
"5103361",12,1999,54732.4835835022
"5103361",15,1999,43711.8303828735
"5103361",21,1999,44.1745489923224
"5103361",24,1999,70.152027545166
"5103361",25,1999,57.6753614257812
"5103361",33,1999,758.363101184082
"5103361",39,1999,0.605978931123018
"5103361",41,1999,503.836158942075
"5103361",0,2000,0.173017488160729
"5103361",3,2000,100876.909632397
"5103361",4,2000,68329.1406090801
"5103361",11,2000,48.0324609306671
"5103361",12,2000,55130.2677417375
"5103361",15,2000,43827.923220053
"5103361",21,2000,42.181960435389
"5103361",24,2000,75.6081871065609
"5103361",25,2000,60.9631207410775
"5103361",33,2000,627.10053347168
"5103361",39,2000,1.2986948425293
"5103361",41,2000,32.4700648010254
"5103361",0,2001,0.173017486572266
"5103361",3,2001,100473.273155585
"5103361",4,2001,68185.8294069191
"5103361",11,2001,61.6178736500822
"5103361",12,2001,55125.7549237631
"5103361",15,2001,44483.3445226836
"5103361",21,2001,70.4231880102091
"5103361",24,2001,75.8680045945577
"5103361",25,2001,49.0118840889454
"5103361",33,2001,501.662089587877
"5103361",39,2001,0.692715939594805
"5103361",41,2001,24.4184191043749
"5103361",0,2002,0.0865092680059373
"5103361",3,2002,100284.326970575
"5103361",4,2002,67862.6532563293
"5103361",11,2002,93.6382048583984
"5103361",12,2002,55038.9827977504
"5103361",15,2002,45056.7711950989
"5103361",21,2002,102.473710394287
"5103361",24,2002,75.8680045945577
"5103361",25,2002,57.5831698805362
"5103361",33,2002,456.998394204892
"5103361",41,2002,22.6869442535661
"5103361",0,2003,0.0865092680059373
"5103361",3,2003,99570.190775152
"5103361",4,2003,69029.9683911671
"5103361",11,2003,93.5540447043657
"5103361",12,2003,55123.9123407341
"5103361",15,2003,44420.0296918684
"5103361",21,2003,126.987151192391
"5103361",24,2003,77.5135117113315
"5103361",25,2003,82.9591694046259
"5103361",33,2003,516.130833850098
"5103361",41,2003,10.736824005127
"5103361",0,2004,0.259495385742188
"5103361",3,2004,99648.9010104331
"5103361",4,2004,69175.0109933931
"5103361",11,2004,85.5953754394568
"5103361",12,2004,55256.6869178162
"5103361",15,2004,43952.4873498052
"5103361",21,2004,110.961660356357
"5103361",24,2004,81.7571818582825
"5103361",25,2004,129.286538268358
"5103361",33,2004,533.627550997576
"5103361",39,2004,51.9667231885336
"5103361",41,2004,25.5284464004599
"5103361",0,2005,0.173017488160729
"5103361",3,2005,98221.7436244568
"5103361",4,2005,70266.8638360107
"5103361",11,2005,60.0629394592285
"5103361",12,2005,54989.1684522583
"5103361",15,2005,44277.43212771
"5103361",21,2005,70.7684036932401
"5103361",24,2005,82.9696807047151
"5103361",25,2005,148.337475071425
"5103361",33,2005,625.561796717666
"5103361",39,2005,284.746084937906
"5103361",41,2005,24.2417004484154
"5103361",0,2006,0.173017488160729
"5103361",3,2006,97923.1681358292
"5103361",4,2006,70543.6871728835
"5103361",11,2006,59.3690262973741
"5103361",12,2006,54780.2768546454
"5103361",15,2006,43853.0139276234
"5103361",21,2006,68.6009869445801
"5103361",24,2006,84.0955579650879
"5103361",25,2006,153.965386114502
"5103361",33,2006,618.980743389893
"5103361",39,2006,704.373037255859
"5103361",41,2006,262.36539573409
"5103361",0,2007,0.173023039635271
"5103361",3,2007,97520.2184943487
"5103361",4,2007,71076.4546084704
"5103361",9,2007,0.691567990027368
"5103361",11,2007,54.7779884322196
"5103361",12,2007,54790.8022550805
"5103361",15,2007,43568.2903682571
"5103361",21,2007,63.0432201952115
"5103361",24,2007,84.0955653064527
"5103361",25,2007,129.10944359965
"5103361",33,2007,713.252103674316
"5103361",39,2007,713.199099016334
"5103361",41,2007,337.961505340576
"5103361",0,2008,0.865086724853516
"5103361",3,2008,96858.4832114056
"5103361",4,2008,71299.4564683495
"5103361",9,2008,0.691567990027368
"5103361",11,2008,59.3719376889043
"5103361",12,2008,54838.3163569613
"5103361",15,2008,44008.4782078786
"5103361",21,2008,20.5222253055133
"5103361",24,2008,85.567894724945
"5103361",25,2008,132.830515409665
"5103361",33,2008,631.254236129176
"5103361",39,2008,409.942105260019
"5103361",41,2008,706.289429529893
"5103361",0,2009,0.692044830322266
"5103361",3,2009,97457.1419837158
"5103361",4,2009,71101.3125779226
"5103361",9,2009,0.605122027587891
"5103361",11,2009,58.1579914306641
"5103361",12,2009,55043.0559890217
"5103361",15,2009,43497.7057466275
"5103361",21,2009,17.2310908205636
"5103361",24,2009,87.3866561817713
"5103361",25,2009,119.06511062483
"5103361",33,2009,563.73527272198
"5103361",39,2009,380.20956052844
"5103361",41,2009,725.770055976786
"5103361",0,2010,0.519054731591791
"5103361",3,2010,97895.6829746568
"5103361",4,2010,70888.7629221759
"5103361",9,2010,0.605122030987591
"5103361",11,2010,60.6674625
"5103361",12,2010,55054.1609235962
"5103361",15,2010,43358.9481857544
"5103361",21,2010,15.7598362182617
"5103361",24,2010,88.5125646852985
"5103361",25,2010,110.664403817143
"5103361",33,2010,543.231328910577
"5103361",39,2010,345.474088719958
"5103361",41,2010,689.080331880821
"5103361",0,2011,0.346024789594114
"5103361",3,2011,98061.3592855196
"5103361",4,2011,71183.8161514205
"5103361",9,2011,0.605122030987591
"5103361",11,2011,67.159058640223
"5103361",12,2011,54893.3431577256
"5103361",15,2011,43097.3209548063
"5103361",21,2011,32.8014475708008
"5103361",24,2011,90.504553302002
"5103361",25,2011,98.0199420227051
"5103361",33,2011,507.124370300293
"5103361",39,2011,435.611637574273
"5103361",41,2011,584.057537842759
"5103361",0,2012,0.432520955616236
"5103361",3,2012,99088.1480737054
"5103361",4,2012,71286.1914278787
"5103361",9,2012,0.605122030987591
"5103361",11,2012,73.909536434821
"5103361",12,2012,54921.0312494879
"5103361",15,2012,41863.523178878
"5103361",21,2012,37.914454808905
"5103361",24,2012,90.8509861508407
"5103361",25,2012,87.1077282624617
"5103361",33,2012,525.914596636963
"5103361",39,2012,628.756928448486
"5103361",41,2012,447.68343942678
"5103361",0,2013,0.346054243779927
"5103361",3,2013,99514.6239458437
"5103361",4,2013,71508.3121566661
"5103361",9,2013,0.605122030987591
"5103361",11,2013,63.1746376122028
"5103361",12,2013,54633.4697905321
"5103361",15,2013,41134.821901215
"5103361",21,2013,21.6444477707751
"5103361",24,2013,91.3706308099702
"5103361",25,2013,113.949675797476
"5103361",33,2013,678.260285941697
"5103361",39,2013,673.472359444591
"5103361",41,2013,618.01823505249
"5103361",0,2014,0.346054241943359
"5103361",3,2014,99516.0392585661
"5103361",4,2014,71339.0128373142
"5103361",9,2014,0.605122030987591
"5103361",11,2014,60.4910174381986
"5103361",12,2014,54400.9705346328
"5103361",15,2014,41201.9080214423
"5103361",21,2014,16.8865021400549
"5103361",24,2014,91.7170548137411
"5103361",25,2014,142.522920766568
"5103361",33,2014,679.736921077885
"5103361",39,2014,1003.68370529203
"5103361",41,2014,598.149293587422
"5103361",0,2015,0.173023248291016
"5103361",3,2015,99311.9866687256
"5103361",4,2015,71125.4127458984
"5103361",9,2015,0.605122030987591
"5103361",11,2015,57.8139368374147
"5103361",12,2015,54231.2860602166
"5103361",15,2015,41112.0174657901
"5103361",21,2015,19.1270435197987
"5103361",24,2015,92.3232999112591
"5103361",25,2015,209.471263763092
"5103361",33,2015,552.661486039273
"5103361",39,2015,1756.5400770973
"5103361",41,2015,582.650990095781
"5103361",0,2016,0.605586548833549
"5103361",3,2016,98455.9299298826
"5103361",4,2016,70887.2969918945
"5103361",9,2016,0.605122027587891
"5103361",11,2016,57.8133337768555
"5103361",12,2016,54190.7544965774
"5103361",15,2016,41661.1520894001
"5103361",21,2016,69.9540133308329
"5103361",24,2016,94.9214895196214
"5103361",25,2016,275.031251108802
"5103361",33,2016,579.679740325578
