"CD_MUN","class_values","year","area_ha"
"2100956",0,1985,1.87048029460423
"2100956",3,1985,261714.343675922
"2100956",4,1985,8312.5330475708
"2100956",11,1985,662.986051507568
"2100956",12,1985,438.056243188477
"2100956",15,1985,24706.243166925
"2100956",21,1985,987.711920800781
"2100956",24,1985,56.7447243328655
"2100956",25,1985,85.3743183957966
"2100956",33,1985,1239.98314909259
"2100956",41,1985,25.1123468391936
"2100956",0,1986,1.69234748236705
"2100956",3,1986,263798.228671381
"2100956",4,1986,8417.2578424438
"2100956",11,1986,649.894575592041
"2100956",12,1986,436.0965925354
"2100956",15,1986,22655.8412013977
"2100956",21,1986,1040.23554156655
"2100956",24,1986,57.7246161870196
"2100956",25,1986,21.9919598632812
"2100956",33,1986,1126.79480153809
"2100956",41,1986,25.2008780151367
"2100956",0,1987,2.13770610961914
"2100956",3,1987,261242.620907849
"2100956",4,1987,8428.28573023682
"2100956",11,1987,655.419511578369
"2100956",12,1987,442.06410480957
"2100956",15,1987,25337.6392044861
"2100956",21,1987,1003.46988894043
"2100956",24,1987,57.8136968200684
"2100956",25,1987,27.3322907043457
"2100956",33,1987,1009.77750361938
"2100956",41,1987,24.3985797363281
"2100956",0,1988,2.76119440917969
"2100956",3,1988,238285.742029608
"2100956",4,1988,8100.62790803223
"2100956",11,1988,629.318380371094
"2100956",12,1988,438.49814931027
"2100956",15,1988,48683.5210455195
"2100956",21,1988,954.678113257323
"2100956",24,1988,57.9027740620034
"2100956",25,1988,44.6033647142395
"2100956",33,1988,1013.53779629424
"2100956",41,1988,19.7683544868464
"2100956",0,1989,1.95954811680298
"2100956",3,1989,234418.997059906
"2100956",4,1989,8016.18857357178
"2100956",11,1989,671.98733782959
"2100956",12,1989,494.072792816162
"2100956",15,1989,52192.7599881214
"2100956",21,1989,831.904709381104
"2100956",24,1989,57.8136926269531
"2100956",25,1989,27.2439245605469
"2100956",33,1989,1500.57779093018
"2100956",41,1989,17.4536882751465
"2100956",0,1990,1.69233196411133
"2100956",3,1990,232773.731165918
"2100956",4,1990,7778.33678960571
"2100956",11,1990,650.337004083252
"2100956",12,1990,498.52518637085
"2100956",15,1990,54004.7156579712
"2100956",21,1990,936.023663116455
"2100956",24,1990,64.4056558227539
"2100956",25,1990,22.9696842041016
"2100956",33,1990,1486.50814210815
"2100956",41,1990,13.7138437255859
"2100956",0,1991,1.42512190742921
"2100956",3,1991,242405.882763379
"2100956",4,1991,7666.97247804411
"2100956",11,1991,572.301233288971
"2100956",12,1991,464.321702489344
"2100956",15,1991,45124.8731706443
"2100956",21,1991,944.232698590088
"2100956",24,1991,69.0378706054688
"2100956",25,1991,24.5714674316406
"2100956",33,1991,940.956669641113
"2100956",41,1991,16.3838444274902
"2100956",0,1992,1.33607128295898
"2100956",3,1992,233251.323605322
"2100956",4,1992,7500.17025409546
"2100956",11,1992,575.328965258789
"2100956",12,1992,473.674590509033
"2100956",15,1992,54521.845094043
"2100956",21,1992,928.220127758789
"2100956",24,1992,73.2247278442383
"2100956",25,1992,78.430374395752
"2100956",33,1992,800.781468762207
"2100956",41,1992,26.6238456176758
"2100956",0,1993,1.87047075805664
"2100956",3,1993,218277.244579681
