"CD_MUN","AREA_KM2","time_taken_min","adt_start"
"1304401",2886.494,0.416,2022-03-28 21:57:11
"1304401",2886.494,0.46,2022-03-28 21:57:37
"1304401",2886.494,0.584,2022-03-28 21:58:04
"1304401",2886.494,0.289,2022-03-28 21:58:44
"1304401",2886.494,0.387,2022-03-28 21:59:01
"1304401",2886.494,0.366,2022-03-28 21:59:25
"1304401",2886.494,0.498,2022-03-28 21:59:47
"1304401",2886.494,0.439,2022-03-28 22:00:16
"1304401",2886.494,0.542,2022-03-28 22:00:43
"1304401",2886.494,0.956,2022-03-28 22:01:16
"1304401",2886.494,0.807,2022-03-28 22:02:13
"1304401",2886.494,1.543,2022-03-28 22:03:02
"1304401",2886.494,0.585,2022-03-28 22:04:35
"1304401",2886.494,0.523,2022-03-28 22:05:10
"1304401",2886.494,0.646,2022-03-28 22:05:42
"1304401",2886.494,0.607,2022-03-28 22:06:21
"1304401",2886.494,1.011,2022-03-28 22:06:58
"1304401",2886.494,0.868,2022-03-28 22:07:59
"1304401",2886.494,1.407,2022-03-28 22:08:52
"1304401",2886.494,0.834,2022-03-28 22:10:17
"1304401",2886.494,0.602,2022-03-28 22:11:09
"1304401",2886.494,0.378,2022-03-28 22:11:45
"1304401",2886.494,0.627,2022-03-28 22:12:08
"1304401",2886.494,0.508,2022-03-28 22:12:45
"1304401",2886.494,0.359,2022-03-28 22:13:18
"1304401",2886.494,1.066,2022-03-28 22:13:40
"1304401",2886.494,0.516,2022-03-28 22:14:44
"1304401",2886.494,0.588,2022-03-28 22:15:15
"1507904",2857.349,0.187,2022-03-28 22:15:56
"1507904",2857.349,0.192,2022-03-28 22:16:07
"1507904",2857.349,0.217,2022-03-28 22:16:18
"1507904",2857.349,0.169,2022-03-28 22:16:31
"1507904",2857.349,0.158,2022-03-28 22:16:41
"1507904",2857.349,0.161,2022-03-28 22:16:51
"1507904",2857.349,0.165,2022-03-28 22:17:01
"1507904",2857.349,0.226,2022-03-28 22:17:11
"1507904",2857.349,0.21,2022-03-28 22:17:24
"1507904",2857.349,0.183,2022-03-28 22:17:37
"1507904",2857.349,0.436,2022-03-28 22:17:48
"1507904",2857.349,0.309,2022-03-28 22:18:14
"1507904",2857.349,0.183,2022-03-28 22:18:33
"1507904",2857.349,0.221,2022-03-28 22:18:44
"1507904",2857.349,0.921,2022-03-28 22:18:57
"1507904",2857.349,0.201,2022-03-28 22:19:52
"1507904",2857.349,0.443,2022-03-28 22:20:04
"1507904",2857.349,0.365,2022-03-28 22:20:31
"1507904",2857.349,0.26,2022-03-28 22:20:53
"1507904",2857.349,0.232,2022-03-28 22:21:09
"1507904",2857.349,0.18,2022-03-28 22:21:23
"1507904",2857.349,0.241,2022-03-28 22:21:34
"1507904",2857.349,0.147,2022-03-28 22:21:51
"1507904",2857.349,0.16,2022-03-28 22:21:59
"1507904",2857.349,0.244,2022-03-28 22:22:09
"1507904",2857.349,0.561,2022-03-28 22:22:24
"1507904",2857.349,0.162,2022-03-28 22:22:57
"1507904",2857.349,0.159,2022-03-28 22:23:07
"1507904",2857.349,0.209,2022-03-28 22:23:17
"1507904",2857.349,0.226,2022-03-28 22:23:29
"1507904",2857.349,0.249,2022-03-28 22:23:43
"1507904",2857.349,0.344,2022-03-28 22:23:58
"1507904",2857.349,0.187,2022-03-28 22:24:29
"1507904",2857.349,0.346,2022-03-28 22:24:40
"1507904",2857.349,0.174,2022-03-28 22:25:01
"1507904",2857.349,0.342,2022-03-28 22:25:12
"1501576",2816.604,0.131,2022-03-28 22:25:32
"1501576",2816.604,0.106,2022-03-28 22:25:40
"1501576",2816.604,0.121,2022-03-28 22:25:46
"1501576",2816.604,0.105,2022-03-28 22:25:54
"1501576",2816.604,0.116,2022-03-28 22:26:00
"1501576",2816.604,0.137,2022-03-28 22:26:07
"1501576",2816.604,0.247,2022-03-28 22:26:16
"1501576",2816.604,0.171,2022-03-28 22:26:31
"1501576",2816.604,0.122,2022-03-28 22:26:41
"1501576",2816.604,0.122,2022-03-28 22:26:48
"1501576",2816.604,0.106,2022-03-28 22:26:56
"1501576",2816.604,0.122,2022-03-28 22:27:02
"1501576",2816.604,0.117,2022-03-28 22:27:09
"1501576",2816.604,0.162,2022-03-28 22:27:17
"1501576",2816.604,0.125,2022-03-28 22:27:26
"1501576",2816.604,0.152,2022-03-28 22:27:34
"1501576",2816.604,0.113,2022-03-28 22:27:43
"1501576",2816.604,0.111,2022-03-28 22:27:50
"1501576",2816.604,0.129,2022-03-28 22:27:57
"1501576",2816.604,0.286,2022-03-28 22:28:04
"1501576",2816.604,0.117,2022-03-28 22:28:21
"1501576",2816.604,0.111,2022-03-28 22:28:28
"1501576",2816.604,0.112,2022-03-28 22:28:35
"1501576",2816.604,0.112,2022-03-28 22:28:42
"1501576",2816.604,0.122,2022-03-28 22:28:49
"1501576",2816.604,0.116,2022-03-28 22:28:56
"1501576",2816.604,0.148,2022-03-28 22:29:03
"1501576",2816.604,0.217,2022-03-28 22:29:12
"1501576",2816.604,0.148,2022-03-28 22:29:25
"1501576",2816.604,0.111,2022-03-28 22:29:34
"1501576",2816.604,0.115,2022-03-28 22:29:40
"1501576",2816.604,0.113,2022-03-28 22:29:49
"1501576",2816.604,0.172,2022-03-28 22:29:56
"1501576",2816.604,0.138,2022-03-28 22:30:06
"1501576",2816.604,0.142,2022-03-28 22:30:14
"1501576",2816.604,0.127,2022-03-28 22:30:23
