"CD_MUN","class_values","year","area_ha"
"5108501",0,1990,0.349734982071817
"5108501",3,1990,262541.711787339
"5108501",4,1990,502.169725282934
"5108501",11,1990,161.90273733163
"5108501",12,1990,443.361114126574
"5108501",15,1990,26333.5208761336
"5108501",21,1990,0.174640997314453
"5108501",24,1990,165.889562454581
"5108501",25,1990,2.70694220581055
"5108501",33,1990,608.44192666626
"5108501",39,1990,2746.70629774093
"5108501",41,1990,2520.46860401705
"5108501",0,1991,0.612030293641984
"5108501",3,1991,261974.027559024
"5108501",4,1991,461.34379163089
"5108501",11,1991,165.576272897527
"5108501",12,1991,433.052641445869
"5108501",15,1991,26738.9890065308
"5108501",24,1991,220.952101804835
"5108501",25,1991,1.92105850124583
"5108501",33,1991,604.601000555899
"5108501",39,1991,2601.05478343585
"5108501",41,1991,2825.27369832515
"5108501",0,1992,0.174878832709789
"5108501",3,1992,260869.661432126
"5108501",4,1992,493.054348412573
"5108501",11,1992,163.913237701416
"5108501",12,1992,416.098106334003
"5108501",15,1992,27974.7495262512
"5108501",21,1992,0.0873211646080017
"5108501",24,1992,245.42459751909
"5108501",33,1992,489.095675056575
"5108501",39,1992,2560.85106322531
"5108501",41,1992,2814.29375627884
"5108501",0,1993,0.262310114476085
"5108501",3,1993,259304.258091166
"5108501",4,1993,541.565994745534
"5108501",11,1993,149.223771512263
"5108501",12,1993,411.459600365683
"5108501",15,1993,29589.996348858
"5108501",24,1993,249.882032118009
"5108501",33,1993,496.263714661669
"5108501",39,1993,2873.00397945173
"5108501",41,1993,2411.4881062877
"5108501",0,1994,0.349725981649756
"5108501",3,1994,254332.718057442
"5108501",4,1994,528.618100904
"5108501",11,1994,148.439348609106
"5108501",12,1994,420.375946400609
"5108501",15,1994,33831.1084018914
"5108501",24,1994,262.380739334121
"5108501",33,1994,572.544711263276
"5108501",39,1994,2828.78228700785
"5108501",41,1994,3102.08663052662
"5108501",0,1995,0.262312276381254
"5108501",3,1995,248322.326828389
"5108501",4,1995,525.201708590761
"5108501",11,1995,146.601837369667
"5108501",12,1995,417.497051275457
"5108501",15,1995,39524.9793618022
"5108501",24,1995,285.280515752123
"5108501",33,1995,595.787440307442
"5108501",39,1995,2900.84738469378
"5108501",41,1995,3308.61950871253
"5108501",0,1996,0.262317207061499
"5108501",3,1996,242594.333902784
"5108501",4,1996,557.193565671522
"5108501",11,1996,151.754647029295
"5108501",12,1996,420.566490853338
"5108501",15,1996,42942.826193534
"5108501",24,1996,300.925948809681
"5108501",33,1996,477.808308252884
"5108501",39,1996,3504.73950559163
"5108501",41,1996,5076.99306949494
"5108501",0,1997,0.174875546272099
"5108501",3,1997,237906.58212144
"5108501",4,1997,531.756911299241
"5108501",11,1997,142.839419009391
"5108501",12,1997,421.876742537956
"5108501",15,1997,46704.2217983656
"5108501",24,1997,312.550429468375
"5108501",33,1997,473.08359947888
"5108501",39,1997,3638.53161696933
"5108501",41,1997,5895.78643505061
"5108501",0,1998,0.262287944427133
"5108501",3,1998,228965.884109916
"5108501",4,1998,507.474086546977
"5108501",11,1998,143.714473013862
"5108501",12,1998,428.360133374121
"5108501",15,1998,49456.2991138042
"5108501",24,1998,320.504012049697
"5108501",33,1998,514.051975819097
"5108501",39,1998,3892.75800848159
"5108501",41,1998,11798.0957481904
"5108501",0,1999,0.524583091244102
"5108501",3,1999,215389.549554721
"5108501",4,1999,469.45715482348
"5108501",11,1999,121.418641394811
"5108501",12,1999,407.991933770102
"5108501",15,1999,53945.1382005485
"5108501",24,1999,327.146778738432
"5108501",33,1999,528.823669665439
"5108501",39,1999,5635.94214778788
"5108501",41,1999,19201.4112844513
"5108501",0,2000,0.524588885356486
"5108501",3,2000,199937.380783528
"5108501",4,2000,452.596251256701
"5108501",11,2000,124.216826445448
"5108501",12,2000,404.579039302326
"5108501",15,2000,64418.974071356
"5108501",21,2000,0.611242455745488
"5108501",24,2000,331.342028586192
"5108501",33,2000,574.430508009572
"5108501",39,2000,9768.494482236
"5108501",41,2000,20014.2541269113
"5108501",0,2001,0.524602306113392
"5108501",3,2001,185587.086967566
"5108501",4,2001,430.726203623683
"5108501",11,2001,144.411162222178
"5108501",12,2001,380.186724353486
"5108501",15,2001,68645.6900895299
"5108501",24,2001,334.575928127772
"5108501",33,2001,544.80925278047
"5108501",39,2001,27578.0551876
"5108501",41,2001,12381.3378309558
"5108501",0,2002,0.786898138926178
"5108501",3,2002,173319.75187688
"5108501",4,2002,389.811352181185
"5108501",11,2002,148.781292488641
"5108501",12,2002,330.267630102564
"5108501",15,2002,68935.9809970158
"5108501",24,2002,334.925548697862
"5108501",25,2002,0.785376896052808
"5108501",33,2002,492.734474432661
"5108501",39,2002,40944.7560946436
"5108501",41,2002,11128.8224076543
"5108501",0,2003,1.31152206662372
"5108501",3,2003,145346.14006767
"5108501",4,2003,370.332917972145
"5108501",11,2003,128.589050084394
"5108501",12,2003,312.345144372301
"5108501",15,2003,56180.7336260508
"5108501",21,2003,1.48349700828418
"5108501",24,2003,337.110518879633
"5108501",25,2003,0.959905255532265
"5108501",33,2003,502.965638864662
"5108501",39,2003,52120.7116406677
"5108501",41,2003,40724.7204196457
"5108501",0,2004,0.9617710097
"5108501",3,2004,129805.097357291
"5108501",4,2004,420.155622823885
"5108501",11,2004,85.9252754696794
"5108501",12,2004,316.352012651977
"5108501",15,2004,48946.1031369128
"5108501",21,2004,3.49103227302283
"5108501",24,2004,343.22877511449
"5108501",25,2004,0.698112986912578
"5108501",33,2004,534.664677141653
"5108501",39,2004,73567.470097843
"5108501",41,2004,42003.2560776764
"5108501",0,2005,0.874303531496227
"5108501",3,2005,125930.588792904
"5108501",4,2005,493.335752218998
"5108501",11,2005,85.2236460980013
"5108501",12,2005,316.963364914109
"5108501",15,2005,40386.7551077179
"5108501",21,2005,2.96738395287693
"5108501",24,2005,348.472773679093
"5108501",33,2005,594.776054742788
"5108501",39,2005,95715.5468355841
"5108501",41,2005,32151.8999338946
"5108501",0,2006,1.13659191627651
"5108501",3,2006,122808.810393
"5108501",4,2006,471.310329498969
"5108501",11,2006,118.536785878048
"5108501",12,2006,329.296036297274
"5108501",15,2006,40130.4120290023
"5108501",21,2006,1.48405127581507
"5108501",24,2006,355.901943455939
"5108501",25,2006,1.30981239600554
"5108501",33,2006,660.564966213413
"5108501",39,2006,103414.183006427
"5108501",41,2006,27734.4580026733
"5108501",0,2007,0.961742676445097
"5108501",3,2007,121105.57415941
"5108501",4,2007,497.093727585753
"5108501",11,2007,111.017889888678
"5108501",12,2007,354.119052025776
"5108501",15,2007,39677.8557157339
"5108501",21,2007,1.39673340479955
"5108501",24,2007,356.251553302629
"5108501",25,2007,1.22249212143496
"5108501",33,2007,676.636933766066
"5108501",39,2007,114354.325504933
"5108501",41,2007,18890.9484443939
"5108501",0,2008,0.786883515325189
"5108501",3,2008,120286.094961057
"5108501",4,2008,542.342924092981
"5108501",11,2008,111.453281369496
"5108501",12,2008,355.954695588549
"5108501",15,2008,39103.7947320329
"5108501",21,2008,1.39673340479955
"5108501",24,2008,366.128129650638
"5108501",25,2008,1.22249212143496
"5108501",33,2008,600.708799114029
"5108501",39,2008,116858.275389484
"5108501",41,2008,17799.2449277836
"5108501",0,2009,0.699452669641376
"5108501",3,2009,118691.113980129
"5108501",4,2009,585.94641079658
"5108501",11,2009,123.252815660968
"5108501",12,2009,354.555116345648
"5108501",15,2009,38442.6841672957
"5108501",21,2009,1.39661597841457
"5108501",24,2009,365.95331889075
"5108501",33,2009,527.301715141246
"5108501",39,2009,121589.521451842
"5108501",41,2009,15344.9789044728
"5108501",0,2010,0.612027012831718
"5108501",3,2010,117812.975527622
"5108501",4,2010,597.484500966198
"5108501",11,2010,122.46576700279
"5108501",12,2010,348.085399880996
"5108501",15,2010,36759.6312577318
"5108501",21,2010,3.14229754254371
"5108501",24,2010,365.778507421832
"5108501",33,2010,527.56396808949
"5108501",39,2010,126258.062801622
"5108501",41,2010,13231.6018943068
"5108501",0,2011,0.612045635986328
"5108501",3,2011,119601.884133119
"5108501",4,2011,602.644809605745
"5108501",11,2011,125.611906291805
"5108501",12,2011,358.224581345385
"5108501",15,2011,32560.0876466251
"5108501",21,2011,3.31682400789782
"5108501",24,2011,365.953314614687
"5108501",33,2011,536.649458306406
"5108501",39,2011,127913.034480487
"5108501",41,2011,13959.3847491522
"5108501",0,2012,1.13663366337717
"5108501",3,2012,121798.576316246
"5108501",4,2012,594.605574205963
"5108501",11,2012,113.198872711936
"5108501",12,2012,353.686752190783
"5108501",15,2012,27796.5697700611
"5108501",21,2012,2.26949631588161
"5108501",24,2012,366.21553913582
"5108501",33,2012,558.931342874069
"5108501",39,2012,129432.699825319
"5108501",41,2012,15009.51382646
"5108501",0,2013,1.04920713340938
"5108501",3,2013,121990.105696066
"5108501",4,2013,482.143034718112
"5108501",11,2013,125.788751279565
"5108501",12,2013,329.479117303485
"5108501",15,2013,24542.6424010945
"5108501",21,2013,3.31678298684582
"5108501",24,2013,366.390340042113
"5108501",33,2013,596.495607020786
"5108501",39,2013,130754.807862469
"5108501",41,2013,16835.185149098
"5108501",0,2014,0.961730146408081
"5108501",3,2014,115978.110809871
"5108501",4,2014,471.570623908073
"5108501",11,2014,115.823949779705
"5108501",12,2014,326.508257198092
"5108501",15,2014,28225.3968931874
"5108501",21,2014,1.48349529449344
"5108501",24,2014,367.963555445271
"5108501",33,2014,623.666756428851
"5108501",39,2014,132948.03192116
"5108501",41,2014,16967.8859567382
"5108501",0,2015,0.961736017478257
"5108501",3,2015,115993.727940538
"5108501",4,2015,442.990783550108
"5108501",11,2015,127.018985988086
"5108501",12,2015,331.839628499357
"5108501",15,2015,26578.1463428653
"5108501",21,2015,1.48349376116917
"5108501",24,2015,372.770598289302
"5108501",33,2015,678.361364178269
"5108501",39,2015,138812.129295945
"5108501",41,2015,12687.9737795228
"5108501",0,2016,0.96173057673946
"5108501",3,2016,118444.57720964
"5108501",4,2016,483.106871396329
"5108501",11,2016,128.855141327627
"5108501",12,2016,324.05828345877
"5108501",15,2016,22173.0618428744
"5108501",21,2016,2.18227121765539
"5108501",24,2016,372.770603266558
"5108501",25,2016,0.0873189390696585
"5108501",33,2016,656.432975387186
"5108501",39,2016,140402.322228123
"5108501",41,2016,13038.9874729917
"5108501",0,2017,0.612047222147882
"5108501",3,2017,118720.973136659
"5108501",4,2017,535.890483297212
"5108501",11,2017,130.255688408012
"5108501",12,2017,323.097287448668
"5108501",15,2017,20417.2866118663
"5108501",21,2017,2.61876195533946
"5108501",24,2017,373.032805456094
"5108501",33,2017,630.644083831923
"5108501",39,2017,142098.765337922
"5108501",41,2017,12794.2277051059
"5108501",0,2018,0.874387712902576
"5108501",3,2018,119262.821200648
"5108501",4,2018,579.598567722476
"5108501",11,2018,124.397105807156
"5108501",12,2018,334.38278723258
"5108501",15,2018,20265.6402830438
"5108501",21,2018,2.00763398959339
"5108501",24,2018,373.994216240091
"5108501",33,2018,666.884215139136
"5108501",39,2018,143765.282504169
"5108501",41,2018,10651.5210474356
"5108501",0,2019,0.524590531686693
"5108501",3,2019,119036.75570668
"5108501",4,2019,583.010556219573
"5108501",9,2019,4.10824916090146
"5108501",11,2019,105.33575257144
"5108501",12,2019,322.498321700574
"5108501",15,2019,18899.3326269315
"5108501",21,2019,2.35702208590657
"5108501",24,2019,374.169018102836
"5108501",33,2019,697.88723361536
"5108501",39,2019,147512.299194188
"5108501",41,2019,8489.12567746024
"5108501",0,2020,0.699470814498514
"5108501",3,2020,117359.807427215
"5108501",4,2020,611.679686594817
"5108501",9,2020,4.10824916090146
"5108501",11,2020,122.211748650778
"5108501",12,2020,327.215477799211
"5108501",15,2020,20725.0128296282
"5108501",21,2020,7.76967926790565
"5108501",24,2020,375.829742104437
"5108501",33,2020,713.953609324432
"5108501",39,2020,149394.050421776
"5108501",41,2020,6385.06560684822
"1100114",0,1985,2.01946816010922
"1100114",3,1985,175008.25745097
"1100114",4,1985,193.888668438721
"1100114",11,1985,11.1515024172254
"1100114",12,1985,3414.6488649144
"1100114",15,1985,115447.672039733
"1100114",24,1985,726.173998102213
"1100114",33,1985,448.920805333788
"1100114",0,1986,1.31700580444336
"1100114",3,1986,173141.488940283
"1100114",4,1986,173.130173181152
"1100114",11,1986,11.4149622497559
"1100114",12,1986,3164.65604714966
"1100114",15,1986,117497.8673042
"1100114",24,1986,813.673027653133
"1100114",33,1986,449.185336889417
"1100114",0,1987,1.49259246865287
"1100114",3,1987,166052.847185602
"1100114",4,1987,166.430867993164
"1100114",11,1987,9.74681231689453
"1100114",12,1987,2998.47297404175
"1100114",15,1987,124722.36561336
"1100114",24,1987,813.673031072149
"1100114",33,1987,487.703719565047
"1100114",0,1988,1.66817739611641
"1100114",3,1988,158447.469629242
"1100114",4,1988,159.211543206787
"1100114",11,1988,9.04419232177734
"1100114",12,1988,2822.03984685059
"1100114",15,1988,132467.277516021
"1100114",24,1988,826.675572198731
"1100114",33,1988,519.346314884392
"1100114",0,1989,1.66825024259314
"1100114",3,1989,152917.21055929
"1100114",4,1989,161.590851947021
"1100114",11,1989,7.99049477539062
"1100114",12,1989,2751.98733270264
"1100114",15,1989,137973.46914083
"1100114",24,1989,909.267657459446
"1100114",33,1989,529.548502084471
"1100114",0,1990,1.14148684905097
"1100114",3,1990,149497.730238995
"1100114",4,1990,181.092216552734
"1100114",11,1990,8.34163180541992
"1100114",12,1990,2693.80044663086
"1100114",15,1990,141357.143412399
"1100114",24,1990,940.219813055211
"1100114",33,1990,572.735766274028
